commence_time,home_team,away_team
2022-04-27T02:00:00Z,Phoenix Suns,New Orleans Pelicans
2021-12-13T02:11:45Z,Portland Trail Blazers,Minnesota Timberwolves
2022-11-19T02:10:00Z,Utah Jazz,Phoenix Suns
2022-01-06T00:40:00Z,Indiana Pacers,Brooklyn Nets
2022-12-13T01:10:22Z,Memphis Grizzlies,Atlanta Hawks
2021-11-05T23:11:26Z,Washington Wizards,Memphis Grizzlies
2021-11-11T00:10:28Z,Orlando Magic,Brooklyn Nets
2022-05-08T19:30:00Z,Dallas Mavericks,Phoenix Suns
2022-12-10T01:40:22Z,New Orleans Pelicans,Phoenix Suns
2021-11-21T23:10:00Z,Detroit Pistons,Los Angeles Lakers
2021-12-24T00:10:40Z,Indiana Pacers,Houston Rockets
2022-12-29T03:10:00Z,Golden State Warriors,Utah Jazz
2022-10-23T01:00:00Z,Denver Nuggets,Oklahoma City Thunder
2022-12-01T00:40:43Z,Brooklyn Nets,Washington Wizards
2022-10-31T23:10:00Z,Washington Wizards,Philadelphia 76ers
2022-10-21T23:40:00Z,Atlanta Hawks,Orlando Magic
2022-01-13T00:10:00Z,Indiana Pacers,Boston Celtics
2022-04-02T00:41:28Z,San Antonio Spurs,Portland Trail Blazers
2021-12-05T01:40:00Z,Golden State Warriors,San Antonio Spurs
2022-02-01T00:35:00Z,Atlanta Hawks,Toronto Raptors
2022-03-19T02:10:00Z,Sacramento Kings,Boston Celtics
2022-03-29T00:10:00Z,Memphis Grizzlies,Golden State Warriors
2022-10-30T01:10:00Z,Dallas Mavericks,Oklahoma City Thunder
2022-10-30T00:10:00Z,Chicago Bulls,Philadelphia 76ers
2022-12-31T20:10:00Z,Indiana Pacers,Los Angeles Clippers
2022-10-25T02:10:00Z,Portland Trail Blazers,Denver Nuggets
2022-01-15T00:10:43Z,Philadelphia 76ers,Boston Celtics
2022-03-23T00:10:00Z,Milwaukee Bucks,Chicago Bulls
2022-10-26T23:40:00Z,Toronto Raptors,Philadelphia 76ers
2022-03-02T01:10:56Z,Houston Rockets,Los Angeles Clippers
2022-03-18T23:40:00Z,Cleveland Cavaliers,Denver Nuggets
2021-10-30T23:30:00Z,Philadelphia 76ers,Atlanta Hawks
2022-03-24T23:40:00Z,Toronto Raptors,Cleveland Cavaliers
2022-03-02T01:10:00Z,Minnesota Timberwolves,Golden State Warriors
2022-01-25T01:10:19Z,Oklahoma City Thunder,Chicago Bulls
2022-12-25T17:00:00Z,New York Knicks,Philadelphia 76ers
2022-04-08T23:35:00Z,Toronto Raptors,Houston Rockets
2022-06-11T01:00:00Z,Boston Celtics,Golden State Warriors
2021-11-11T01:10:00Z,Memphis Grizzlies,Charlotte Hornets
2022-03-03T00:10:00Z,Cleveland Cavaliers,Charlotte Hornets
2022-12-15T01:10:00Z,San Antonio Spurs,Portland Trail Blazers
2022-12-17T00:41:45Z,Cleveland Cavaliers,Indiana Pacers
2021-10-29T02:10:00Z,Golden State Warriors,Memphis Grizzlies
2021-12-12T01:40:00Z,Philadelphia 76ers,Golden State Warriors
2022-03-23T23:10:00Z,Charlotte Hornets,New York Knicks
2022-04-08T23:00:00Z,Washington Wizards,New York Knicks
2022-03-27T22:11:02Z,Washington Wizards,Golden State Warriors
2022-04-10T23:17:52Z,Memphis Grizzlies,Boston Celtics
2022-01-30T01:10:00Z,Memphis Grizzlies,Washington Wizards
2022-11-26T22:00:00Z,Toronto Raptors,Dallas Mavericks
2021-12-08T01:40:00Z,San Antonio Spurs,New York Knicks
2021-11-06T21:10:00Z,Denver Nuggets,Houston Rockets
2022-12-06T01:00:00Z,Houston Rockets,Philadelphia 76ers
2022-12-20T01:00:00Z,Houston Rockets,San Antonio Spurs
2021-12-26T23:11:39Z,Cleveland Cavaliers,Toronto Raptors
2022-12-13T01:30:00Z,Dallas Mavericks,Oklahoma City Thunder
2022-03-26T23:40:00Z,Toronto Raptors,Indiana Pacers
2022-12-08T02:10:17Z,Utah Jazz,Golden State Warriors
2021-11-23T00:10:33Z,Cleveland Cavaliers,Brooklyn Nets
2022-03-06T01:12:59Z,Miami Heat,Philadelphia 76ers
2022-03-13T19:10:00Z,Detroit Pistons,Los Angeles Clippers
2022-11-02T23:40:00Z,Chicago Bulls,Charlotte Hornets
2022-01-08T02:10:00Z,Denver Nuggets,Sacramento Kings
2022-12-27T00:00:00Z,Detroit Pistons,Los Angeles Clippers
2022-03-16T23:11:01Z,Washington Wizards,Denver Nuggets
2022-01-04T00:41:01Z,Brooklyn Nets,Memphis Grizzlies
2021-10-21T00:10:00Z,Memphis Grizzlies,Cleveland Cavaliers
2022-12-17T00:40:00Z,Toronto Raptors,Brooklyn Nets
2022-01-11T03:10:00Z,Portland Trail Blazers,Brooklyn Nets
2022-02-12T22:10:00Z,Portland Trail Blazers,New York Knicks
2021-10-26T01:10:00Z,Denver Nuggets,Cleveland Cavaliers
2021-10-31T00:00:00Z,Memphis Grizzlies,Miami Heat
2022-12-13T01:00:00Z,Memphis Grizzlies,Atlanta Hawks
2022-02-08T00:11:00Z,Washington Wizards,Miami Heat
2022-12-01T03:40:00Z,Los Angeles Lakers,Portland Trail Blazers
2021-12-14T00:10:32Z,Toronto Raptors,Sacramento Kings
2022-01-13T00:40:00Z,New York Knicks,Dallas Mavericks
2022-02-16T00:41:33Z,Miami Heat,Dallas Mavericks
2022-11-12T21:11:17Z,Los Angeles Clippers,Brooklyn Nets
2022-03-03T01:10:00Z,New Orleans Pelicans,Sacramento Kings
2022-02-26T00:10:13Z,Washington Wizards,San Antonio Spurs
2022-03-19T01:10:00Z,Utah Jazz,Los Angeles Clippers
2021-11-28T01:10:00Z,Cleveland Cavaliers,Orlando Magic
2022-01-26T00:40:00Z,Boston Celtics,Sacramento Kings
2021-11-03T23:10:00Z,Cleveland Cavaliers,Portland Trail Blazers
2022-12-01T00:10:00Z,Orlando Magic,Atlanta Hawks
2022-11-14T02:10:26Z,Sacramento Kings,Golden State Warriors
2021-11-30T01:10:00Z,Minnesota Timberwolves,Indiana Pacers
2021-10-25T01:30:00Z,Los Angeles Lakers,Memphis Grizzlies
2021-12-14T00:10:00Z,Indiana Pacers,Golden State Warriors
2022-02-16T03:00:00Z,Phoenix Suns,Los Angeles Clippers
2021-11-01T02:40:00Z,Los Angeles Lakers,Houston Rockets
2022-11-03T00:11:49Z,Houston Rockets,Los Angeles Clippers
2022-01-11T00:10:00Z,Charlotte Hornets,Milwaukee Bucks
2022-03-23T23:40:00Z,Boston Celtics,Utah Jazz
2022-01-07T00:30:00Z,New York Knicks,Boston Celtics
2022-11-27T21:11:39Z,Los Angeles Clippers,Indiana Pacers
2022-02-09T01:41:04Z,Dallas Mavericks,Detroit Pistons
2021-11-17T00:30:00Z,Brooklyn Nets,Golden State Warriors
2021-10-22T23:12:39Z,Cleveland Cavaliers,Charlotte Hornets
2022-11-03T00:10:00Z,Chicago Bulls,Charlotte Hornets
2022-04-01T02:00:00Z,Utah Jazz,Los Angeles Lakers
2022-11-05T00:40:00Z,Dallas Mavericks,Toronto Raptors
2022-02-25T01:00:00Z,Chicago Bulls,Atlanta Hawks
2022-02-13T01:40:00Z,Golden State Warriors,Los Angeles Lakers
2021-12-16T00:45:28Z,Dallas Mavericks,Los Angeles Lakers
2022-04-22T23:55:57Z,Atlanta Hawks,Miami Heat
2022-12-17T00:40:00Z,Cleveland Cavaliers,Indiana Pacers
2022-01-04T01:10:00Z,Chicago Bulls,Orlando Magic
2022-10-20T00:13:39Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-11-05T23:40:00Z,New York Knicks,Boston Celtics
2022-10-20T00:10:00Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-02-09T00:30:00Z,Brooklyn Nets,Boston Celtics
2022-01-22T00:10:54Z,Philadelphia 76ers,Los Angeles Clippers
2022-04-25T01:30:00Z,New Orleans Pelicans,Phoenix Suns
2022-02-13T00:40:48Z,Philadelphia 76ers,Cleveland Cavaliers
2022-12-03T00:40:00Z,Boston Celtics,Miami Heat
2022-12-11T23:10:00Z,Detroit Pistons,Los Angeles Lakers
2022-10-22T23:12:54Z,Orlando Magic,Boston Celtics
2022-12-06T01:40:31Z,Dallas Mavericks,Phoenix Suns
2021-10-20T23:47:14Z,Toronto Raptors,Washington Wizards
2021-12-27T00:10:00Z,Oklahoma City Thunder,New Orleans Pelicans
2021-12-30T00:10:00Z,Detroit Pistons,New York Knicks
2022-02-02T00:40:00Z,Toronto Raptors,Miami Heat
2022-02-11T00:10:48Z,Detroit Pistons,Memphis Grizzlies
2022-02-17T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2022-04-28T02:00:00Z,Milwaukee Bucks,Chicago Bulls
2022-11-10T00:41:06Z,Toronto Raptors,Houston Rockets
2022-02-02T01:40:30Z,San Antonio Spurs,Golden State Warriors
2022-04-26T00:00:00Z,Philadelphia 76ers,Toronto Raptors
2022-03-23T23:05:00Z,Indiana Pacers,Sacramento Kings
2021-12-09T03:10:00Z,Sacramento Kings,Orlando Magic
2022-11-28T01:00:00Z,Milwaukee Bucks,Dallas Mavericks
2022-12-03T00:40:00Z,Milwaukee Bucks,Los Angeles Lakers
2021-11-16T01:10:00Z,Memphis Grizzlies,Houston Rockets
2022-02-01T00:10:00Z,Cleveland Cavaliers,New Orleans Pelicans
2021-12-12T23:10:00Z,Detroit Pistons,Brooklyn Nets
2022-11-29T00:41:02Z,Brooklyn Nets,Orlando Magic
2022-12-31T03:10:00Z,Golden State Warriors,Portland Trail Blazers
2022-03-30T23:10:00Z,Cleveland Cavaliers,Dallas Mavericks
2021-10-31T00:10:00Z,Milwaukee Bucks,San Antonio Spurs
2022-01-06T00:11:14Z,Washington Wizards,Houston Rockets
2021-12-31T00:10:00Z,Washington Wizards,Cleveland Cavaliers
2022-10-22T00:10:00Z,Minnesota Timberwolves,Utah Jazz
2022-12-20T01:10:00Z,Oklahoma City Thunder,Portland Trail Blazers
2021-12-16T01:10:00Z,Milwaukee Bucks,Indiana Pacers
2021-12-07T00:10:00Z,Detroit Pistons,Oklahoma City Thunder
2022-11-29T03:40:00Z,Los Angeles Lakers,Indiana Pacers
2021-11-28T00:40:35Z,Atlanta Hawks,New York Knicks
2022-04-03T00:10:49Z,Chicago Bulls,Miami Heat
2021-12-22T00:40:00Z,New York Knicks,Detroit Pistons
2021-12-24T02:10:06Z,Utah Jazz,Minnesota Timberwolves
2022-12-18T01:10:00Z,Milwaukee Bucks,Utah Jazz
2022-01-16T01:40:00Z,Boston Celtics,Chicago Bulls
2022-03-12T00:40:00Z,Boston Celtics,Detroit Pistons
2021-11-07T23:10:00Z,Washington Wizards,Milwaukee Bucks
2022-04-14T01:40:00Z,New Orleans Pelicans,San Antonio Spurs
2021-12-26T23:10:00Z,Cleveland Cavaliers,Toronto Raptors
2022-02-11T00:11:00Z,Detroit Pistons,Memphis Grizzlies
2022-03-20T23:40:00Z,New York Knicks,Utah Jazz
2022-01-11T00:10:00Z,Detroit Pistons,Utah Jazz
2022-04-08T00:10:44Z,New Orleans Pelicans,Portland Trail Blazers
2022-12-01T03:10:00Z,Sacramento Kings,Indiana Pacers
2021-11-25T01:40:00Z,San Antonio Spurs,Atlanta Hawks
2022-01-16T00:10:35Z,Washington Wizards,Portland Trail Blazers
2022-03-07T00:10:00Z,Oklahoma City Thunder,Utah Jazz
2022-03-10T01:10:00Z,New Orleans Pelicans,Orlando Magic
2022-03-04T00:10:32Z,Atlanta Hawks,Chicago Bulls
2022-11-27T01:11:23Z,Houston Rockets,Oklahoma City Thunder
2022-03-18T23:40:39Z,Brooklyn Nets,Portland Trail Blazers
2021-11-04T00:10:44Z,Minnesota Timberwolves,Los Angeles Clippers
2022-03-24T00:10:00Z,Minnesota Timberwolves,Phoenix Suns
2022-04-02T01:10:47Z,Denver Nuggets,Minnesota Timberwolves
2022-03-26T02:11:37Z,Portland Trail Blazers,Houston Rockets
2022-01-01T23:41:51Z,Milwaukee Bucks,New Orleans Pelicans
2022-11-10T01:05:00Z,Oklahoma City Thunder,Milwaukee Bucks
2022-12-18T20:10:50Z,Boston Celtics,Orlando Magic
2022-12-03T00:41:06Z,Boston Celtics,Miami Heat
2021-11-13T00:40:00Z,Cleveland Cavaliers,Detroit Pistons
2021-11-23T00:40:43Z,Boston Celtics,Houston Rockets
2022-01-20T02:10:00Z,Utah Jazz,Houston Rockets
2022-02-15T02:13:05Z,Utah Jazz,Houston Rockets
2022-01-22T02:10:00Z,Denver Nuggets,Memphis Grizzlies
2022-04-10T19:40:00Z,Houston Rockets,Atlanta Hawks
2022-11-29T00:40:00Z,Boston Celtics,Charlotte Hornets
2021-12-14T01:10:00Z,Memphis Grizzlies,Philadelphia 76ers
2022-01-13T03:10:00Z,Sacramento Kings,Los Angeles Lakers
2022-03-02T00:40:00Z,Toronto Raptors,Brooklyn Nets
2022-01-30T01:40:00Z,Golden State Warriors,Brooklyn Nets
2022-04-03T19:46:11Z,Los Angeles Lakers,Denver Nuggets
2022-03-10T01:40:00Z,Dallas Mavericks,New York Knicks
2022-03-12T03:40:00Z,Los Angeles Lakers,Washington Wizards
2022-04-16T22:00:00Z,Philadelphia 76ers,Toronto Raptors
2022-04-19T00:30:00Z,Dallas Mavericks,Utah Jazz
2022-11-08T00:15:11Z,Orlando Magic,Houston Rockets
2022-12-03T21:10:47Z,Los Angeles Clippers,Sacramento Kings
2022-12-20T02:00:00Z,Phoenix Suns,Los Angeles Lakers
2021-10-28T00:10:23Z,Oklahoma City Thunder,Los Angeles Lakers
2022-02-16T00:40:00Z,Atlanta Hawks,Cleveland Cavaliers
2021-12-09T00:40:49Z,Toronto Raptors,Oklahoma City Thunder
2022-04-27T02:05:00Z,Phoenix Suns,New Orleans Pelicans
2022-11-20T03:10:00Z,Portland Trail Blazers,Utah Jazz
2021-11-13T03:30:00Z,Los Angeles Lakers,Minnesota Timberwolves
2022-04-24T17:00:00Z,Chicago Bulls,Milwaukee Bucks
2021-10-23T22:10:32Z,Cleveland Cavaliers,Atlanta Hawks
2021-11-18T00:40:00Z,Miami Heat,New Orleans Pelicans
2021-11-25T03:10:00Z,Golden State Warriors,Philadelphia 76ers
2021-12-04T00:10:00Z,Indiana Pacers,Miami Heat
2022-01-27T03:10:00Z,Utah Jazz,Phoenix Suns
2022-03-08T02:11:09Z,Denver Nuggets,Golden State Warriors
2022-03-25T23:10:44Z,Charlotte Hornets,Utah Jazz
2022-10-28T23:11:51Z,Detroit Pistons,Atlanta Hawks
2021-11-13T01:10:40Z,Oklahoma City Thunder,Sacramento Kings
2022-03-29T00:10:57Z,Houston Rockets,San Antonio Spurs
2022-01-10T00:40:00Z,Dallas Mavericks,Chicago Bulls
2022-01-22T01:10:00Z,Milwaukee Bucks,Chicago Bulls
2022-10-27T02:10:00Z,Portland Trail Blazers,Miami Heat
2022-11-12T00:10:00Z,Boston Celtics,Denver Nuggets
2022-01-22T01:40:00Z,San Antonio Spurs,Brooklyn Nets
2022-11-17T00:10:50Z,Washington Wizards,Oklahoma City Thunder
2021-12-02T00:40:00Z,Miami Heat,Cleveland Cavaliers
2022-12-04T01:10:00Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-02-27T22:10:24Z,Indiana Pacers,Boston Celtics
2021-11-21T00:11:25Z,Washington Wizards,Miami Heat
2022-01-30T00:10:00Z,Dallas Mavericks,Indiana Pacers
2022-02-06T01:40:00Z,Los Angeles Lakers,New York Knicks
2022-11-20T00:10:00Z,Indiana Pacers,Orlando Magic
2022-04-07T00:10:00Z,Chicago Bulls,Boston Celtics
2021-12-17T01:10:38Z,Houston Rockets,New York Knicks
2022-10-27T00:10:00Z,Chicago Bulls,Indiana Pacers
2022-11-24T03:00:00Z,Golden State Warriors,Los Angeles Clippers
2021-10-21T02:00:00Z,Phoenix Suns,Denver Nuggets
2021-11-30T02:10:45Z,Utah Jazz,Portland Trail Blazers
2022-01-30T00:10:39Z,New Orleans Pelicans,Boston Celtics
2022-04-02T02:40:00Z,Los Angeles Lakers,New Orleans Pelicans
2022-12-09T00:40:00Z,Miami Heat,Los Angeles Clippers
2022-12-24T00:41:00Z,Brooklyn Nets,Milwaukee Bucks
2022-02-09T01:05:00Z,New Orleans Pelicans,Houston Rockets
2022-03-16T23:45:44Z,Brooklyn Nets,Dallas Mavericks
2022-11-02T23:10:00Z,Cleveland Cavaliers,Boston Celtics
2023-01-06T03:00:00Z,Denver Nuggets,Los Angeles Clippers
2022-01-20T00:10:00Z,Philadelphia 76ers,Orlando Magic
2022-03-19T00:11:07Z,Houston Rockets,Indiana Pacers
2022-01-08T01:10:00Z,Chicago Bulls,Washington Wizards
2022-04-02T00:10:00Z,Oklahoma City Thunder,Detroit Pistons
2022-03-05T00:10:00Z,Philadelphia 76ers,Cleveland Cavaliers
2022-02-25T01:00:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-04-17T17:00:00Z,Milwaukee Bucks,Chicago Bulls
2022-03-08T01:40:00Z,San Antonio Spurs,Los Angeles Lakers
2022-10-19T23:40:00Z,Toronto Raptors,Cleveland Cavaliers
2022-11-26T00:41:41Z,New York Knicks,Portland Trail Blazers
2022-03-25T00:10:00Z,Memphis Grizzlies,Indiana Pacers
2021-12-07T02:10:25Z,Phoenix Suns,San Antonio Spurs
2022-10-25T23:10:00Z,Washington Wizards,Detroit Pistons
2022-11-14T02:10:00Z,Sacramento Kings,Golden State Warriors
2022-12-14T00:32:28Z,Milwaukee Bucks,Golden State Warriors
2022-12-24T03:40:00Z,Los Angeles Lakers,Charlotte Hornets
2021-12-16T03:10:00Z,Sacramento Kings,Washington Wizards
2022-05-23T01:05:00Z,Dallas Mavericks,Golden State Warriors
2022-03-13T23:15:18Z,Oklahoma City Thunder,Memphis Grizzlies
2022-02-09T01:10:58Z,New Orleans Pelicans,Houston Rockets
2022-04-30T01:16:33Z,Minnesota Timberwolves,Memphis Grizzlies
2022-04-03T23:10:38Z,San Antonio Spurs,Portland Trail Blazers
2022-04-01T00:11:04Z,Chicago Bulls,Los Angeles Clippers
2021-12-16T03:10:00Z,Utah Jazz,Los Angeles Clippers
2022-02-09T00:00:00Z,Philadelphia 76ers,Phoenix Suns
2022-01-29T01:10:00Z,Houston Rockets,Portland Trail Blazers
2022-03-05T01:10:00Z,Oklahoma City Thunder,Minnesota Timberwolves
2021-11-05T23:40:00Z,Toronto Raptors,Cleveland Cavaliers
2022-03-07T00:10:42Z,Houston Rockets,Memphis Grizzlies
2022-11-19T01:40:47Z,Dallas Mavericks,Denver Nuggets
2022-01-10T00:40:59Z,Dallas Mavericks,Chicago Bulls
2021-10-30T21:10:00Z,Washington Wizards,Boston Celtics
2021-10-30T23:59:00Z,Chicago Bulls,Utah Jazz
2022-01-08T00:40:00Z,Toronto Raptors,Utah Jazz
2022-01-15T23:39:44Z,Milwaukee Bucks,Toronto Raptors
2022-01-22T00:10:54Z,Charlotte Hornets,Oklahoma City Thunder
2021-12-17T00:10:00Z,Indiana Pacers,Detroit Pistons
2022-05-18T00:30:00Z,Miami Heat,Boston Celtics
2022-10-19T23:45:00Z,Memphis Grizzlies,New York Knicks
2022-11-08T00:31:09Z,Detroit Pistons,Oklahoma City Thunder
2022-10-30T22:10:00Z,Boston Celtics,Washington Wizards
2022-03-11T03:10:00Z,Denver Nuggets,Golden State Warriors
2021-10-25T23:10:26Z,Indiana Pacers,Milwaukee Bucks
2022-12-23T02:00:00Z,Utah Jazz,Washington Wizards
2022-12-24T00:30:00Z,Atlanta Hawks,Detroit Pistons
2022-10-30T22:11:03Z,Cleveland Cavaliers,New York Knicks
2021-11-11T01:10:14Z,Chicago Bulls,Dallas Mavericks
2022-01-20T00:40:00Z,Miami Heat,Portland Trail Blazers
2022-01-27T00:40:00Z,Atlanta Hawks,Sacramento Kings
2021-11-28T22:10:00Z,Indiana Pacers,Milwaukee Bucks
2021-12-18T00:30:00Z,Atlanta Hawks,Denver Nuggets
2021-11-16T01:14:47Z,Minnesota Timberwolves,Phoenix Suns
2022-01-14T00:32:43Z,Milwaukee Bucks,Golden State Warriors
2022-01-27T00:10:18Z,Orlando Magic,Los Angeles Clippers
2022-12-27T00:00:00Z,Cleveland Cavaliers,Brooklyn Nets
2022-03-14T23:46:06Z,Philadelphia 76ers,Denver Nuggets
2022-11-02T23:45:58Z,Cleveland Cavaliers,Boston Celtics
2021-12-28T01:42:12Z,San Antonio Spurs,Utah Jazz
2021-11-23T03:10:00Z,Sacramento Kings,Philadelphia 76ers
2022-03-10T01:10:45Z,New Orleans Pelicans,Orlando Magic
2022-03-20T19:40:19Z,Indiana Pacers,Portland Trail Blazers
2022-02-06T23:10:00Z,Orlando Magic,Boston Celtics
2021-10-25T23:10:00Z,Charlotte Hornets,Boston Celtics
2021-10-24T20:10:00Z,Brooklyn Nets,Charlotte Hornets
2022-12-11T00:10:32Z,Indiana Pacers,Brooklyn Nets
2022-01-12T01:10:00Z,Chicago Bulls,Detroit Pistons
2021-12-19T02:10:00Z,Milwaukee Bucks,Cleveland Cavaliers
2022-12-30T01:10:00Z,San Antonio Spurs,New York Knicks
2022-12-17T01:10:00Z,Oklahoma City Thunder,Minnesota Timberwolves
2021-10-31T23:10:00Z,Milwaukee Bucks,Utah Jazz
2021-10-25T23:40:00Z,Brooklyn Nets,Washington Wizards
2022-11-29T00:10:00Z,Washington Wizards,Minnesota Timberwolves
2022-01-29T01:10:00Z,Memphis Grizzlies,Utah Jazz
2021-11-03T23:10:00Z,Washington Wizards,Toronto Raptors
2022-12-24T03:15:00Z,Phoenix Suns,Memphis Grizzlies
2022-03-13T22:10:00Z,Orlando Magic,Philadelphia 76ers
2021-10-25T01:10:00Z,Sacramento Kings,Golden State Warriors
2022-02-10T00:40:00Z,Charlotte Hornets,Chicago Bulls
2022-12-30T01:05:00Z,San Antonio Spurs,New York Knicks
2022-12-24T03:10:00Z,Sacramento Kings,Washington Wizards
2022-10-23T00:05:00Z,Miami Heat,Toronto Raptors
2021-10-24T00:40:20Z,San Antonio Spurs,Milwaukee Bucks
2022-12-29T00:10:00Z,Washington Wizards,Phoenix Suns
2022-03-17T00:10:00Z,Minnesota Timberwolves,Los Angeles Lakers
2022-04-03T23:16:06Z,Toronto Raptors,Miami Heat
2022-12-08T00:10:28Z,Orlando Magic,Los Angeles Clippers
2021-12-13T00:10:36Z,Oklahoma City Thunder,Dallas Mavericks
2022-02-13T00:10:34Z,New Orleans Pelicans,San Antonio Spurs
2021-11-19T01:12:24Z,Memphis Grizzlies,Los Angeles Clippers
2022-10-29T00:11:43Z,Milwaukee Bucks,New York Knicks
2021-11-26T20:30:00Z,Los Angeles Clippers,Detroit Pistons
2022-01-21T00:35:00Z,New York Knicks,New Orleans Pelicans
2022-02-11T01:10:44Z,Houston Rockets,Toronto Raptors
2022-01-08T03:10:00Z,Los Angeles Lakers,Atlanta Hawks
2022-03-10T00:10:45Z,Detroit Pistons,Chicago Bulls
2022-02-04T00:34:00Z,Atlanta Hawks,Phoenix Suns
2022-12-29T00:42:02Z,Miami Heat,Los Angeles Lakers
2022-01-01T03:40:00Z,Los Angeles Lakers,Portland Trail Blazers
2022-01-07T01:10:34Z,Memphis Grizzlies,Detroit Pistons
2021-11-27T01:30:00Z,San Antonio Spurs,Boston Celtics
2021-11-18T01:10:51Z,Minnesota Timberwolves,Sacramento Kings
2021-12-19T02:10:00Z,Utah Jazz,Washington Wizards
2022-03-29T00:05:00Z,Houston Rockets,San Antonio Spurs
2021-11-13T01:10:00Z,Memphis Grizzlies,Phoenix Suns
2022-10-19T23:14:44Z,Detroit Pistons,Orlando Magic
2021-12-11T03:10:00Z,Phoenix Suns,Boston Celtics
2022-01-10T00:11:12Z,Houston Rockets,Minnesota Timberwolves
2021-12-30T03:40:00Z,Sacramento Kings,Dallas Mavericks
2021-11-06T23:40:00Z,Miami Heat,Utah Jazz
2021-12-16T02:10:38Z,Denver Nuggets,Minnesota Timberwolves
2022-03-12T01:10:47Z,Memphis Grizzlies,New York Knicks
2021-10-31T23:10:00Z,Charlotte Hornets,Portland Trail Blazers
2022-04-10T23:13:00Z,Orlando Magic,Miami Heat
2022-11-17T00:10:00Z,Orlando Magic,Minnesota Timberwolves
2022-04-08T23:35:00Z,Brooklyn Nets,Cleveland Cavaliers
2022-12-24T00:40:00Z,Brooklyn Nets,Milwaukee Bucks
2021-11-30T01:40:00Z,Dallas Mavericks,Cleveland Cavaliers
2022-03-07T01:10:00Z,Denver Nuggets,New Orleans Pelicans
2022-03-14T23:10:00Z,Cleveland Cavaliers,Los Angeles Clippers
2022-12-11T00:40:36Z,Cleveland Cavaliers,Oklahoma City Thunder
2021-11-13T22:11:00Z,Utah Jazz,Miami Heat
2022-11-19T00:42:20Z,Cleveland Cavaliers,Charlotte Hornets
2021-12-19T00:40:00Z,Brooklyn Nets,Orlando Magic
2021-12-02T00:10:29Z,Washington Wizards,Minnesota Timberwolves
2022-11-08T00:10:00Z,Charlotte Hornets,Washington Wizards
2021-11-11T01:10:00Z,Chicago Bulls,Dallas Mavericks
2022-02-13T00:11:04Z,Washington Wizards,Sacramento Kings
2022-03-13T23:10:00Z,New Orleans Pelicans,Houston Rockets
2021-11-16T00:10:31Z,Washington Wizards,New Orleans Pelicans
2022-03-21T00:11:00Z,Denver Nuggets,Boston Celtics
2022-12-07T00:40:00Z,Miami Heat,Detroit Pistons
2022-12-13T01:30:00Z,San Antonio Spurs,Cleveland Cavaliers
2022-02-09T00:35:00Z,Brooklyn Nets,Boston Celtics
2022-11-05T02:14:51Z,Minnesota Timberwolves,Milwaukee Bucks
2022-11-20T23:11:10Z,Washington Wizards,Charlotte Hornets
2021-10-22T23:40:00Z,Boston Celtics,Toronto Raptors
2022-02-03T00:46:16Z,New York Knicks,Memphis Grizzlies
2022-03-21T23:41:00Z,Brooklyn Nets,Utah Jazz
2021-12-21T00:40:00Z,Boston Celtics,Philadelphia 76ers
2022-12-03T00:40:00Z,Atlanta Hawks,Denver Nuggets
2021-11-30T00:10:00Z,Philadelphia 76ers,Orlando Magic
2021-12-09T01:10:00Z,Houston Rockets,Brooklyn Nets
2022-12-08T00:40:00Z,Toronto Raptors,Los Angeles Lakers
2022-12-31T03:10:00Z,Sacramento Kings,Utah Jazz
2022-10-23T02:00:00Z,Sacramento Kings,Los Angeles Clippers
2022-03-17T02:40:00Z,Los Angeles Clippers,Toronto Raptors
2022-04-24T17:10:44Z,Chicago Bulls,Milwaukee Bucks
2022-01-09T00:40:00Z,Boston Celtics,New York Knicks
2022-12-17T00:10:42Z,Detroit Pistons,Sacramento Kings
2021-11-15T01:10:52Z,Denver Nuggets,Portland Trail Blazers
2021-11-15T00:10:51Z,Houston Rockets,Phoenix Suns
2022-11-19T23:10:00Z,Atlanta Hawks,Toronto Raptors
2022-01-23T00:11:19Z,Milwaukee Bucks,Sacramento Kings
2021-12-27T00:10:00Z,San Antonio Spurs,Detroit Pistons
2021-12-30T02:10:00Z,Phoenix Suns,Oklahoma City Thunder
2022-03-31T02:10:00Z,Golden State Warriors,Phoenix Suns
2022-01-31T00:10:00Z,Orlando Magic,Dallas Mavericks
2022-12-21T00:30:00Z,New York Knicks,Golden State Warriors
2022-03-22T00:11:15Z,Houston Rockets,Washington Wizards
2022-01-10T01:40:00Z,Golden State Warriors,Cleveland Cavaliers
2021-12-02T01:10:00Z,Oklahoma City Thunder,Houston Rockets
2022-11-26T02:00:00Z,Phoenix Suns,Detroit Pistons
2022-04-08T02:00:00Z,Golden State Warriors,Los Angeles Lakers
2022-11-06T20:41:18Z,Los Angeles Lakers,Cleveland Cavaliers
2021-10-23T23:40:48Z,Toronto Raptors,Dallas Mavericks
2022-10-26T23:10:00Z,Cleveland Cavaliers,Orlando Magic
2022-01-16T01:10:00Z,Miami Heat,Philadelphia 76ers
