commence_time,home_team,away_team
2022-01-20T01:10:00Z,Chicago Bulls,Cleveland Cavaliers
2022-03-08T02:10:00Z,Denver Nuggets,Golden State Warriors
2022-03-10T03:40:00Z,Los Angeles Clippers,Washington Wizards
2022-01-25T01:10:00Z,New Orleans Pelicans,Indiana Pacers
2021-12-02T00:10:32Z,Indiana Pacers,Atlanta Hawks
2022-10-21T23:42:07Z,Brooklyn Nets,Toronto Raptors
2022-03-13T03:10:00Z,Portland Trail Blazers,Washington Wizards
2022-04-06T00:12:19Z,Minnesota Timberwolves,Washington Wizards
2021-11-15T00:10:00Z,Charlotte Hornets,Golden State Warriors
2021-11-30T01:10:00Z,Chicago Bulls,Charlotte Hornets
2022-03-06T20:45:46Z,Milwaukee Bucks,Phoenix Suns
2022-03-04T01:40:37Z,San Antonio Spurs,Sacramento Kings
2022-04-03T22:10:52Z,Orlando Magic,New York Knicks
2022-05-22T00:30:00Z,Boston Celtics,Miami Heat
2022-01-04T00:11:34Z,Washington Wizards,Charlotte Hornets
2022-10-30T23:40:00Z,Dallas Mavericks,Orlando Magic
2021-11-25T00:45:36Z,Boston Celtics,Brooklyn Nets
2022-01-08T00:10:32Z,Philadelphia 76ers,San Antonio Spurs
2022-04-03T23:10:00Z,San Antonio Spurs,Portland Trail Blazers
2021-11-25T01:11:04Z,Memphis Grizzlies,Toronto Raptors
2022-11-11T00:10:00Z,Washington Wizards,Dallas Mavericks
2021-12-25T22:00:00Z,Phoenix Suns,Golden State Warriors
2021-11-11T00:10:00Z,Orlando Magic,Brooklyn Nets
2021-12-12T00:10:00Z,Washington Wizards,Utah Jazz
2022-03-05T00:10:46Z,Philadelphia 76ers,Cleveland Cavaliers
2021-11-01T23:40:00Z,New York Knicks,Toronto Raptors
2021-11-16T00:40:25Z,Atlanta Hawks,Orlando Magic
2022-01-30T00:10:00Z,New Orleans Pelicans,Boston Celtics
2022-11-21T00:12:16Z,Brooklyn Nets,Memphis Grizzlies
2022-12-28T03:00:00Z,Sacramento Kings,Denver Nuggets
2021-12-19T23:11:12Z,Detroit Pistons,Miami Heat
2022-11-15T01:10:06Z,Milwaukee Bucks,Atlanta Hawks
2022-12-10T00:41:06Z,Brooklyn Nets,Atlanta Hawks
2022-11-05T00:10:00Z,Memphis Grizzlies,Charlotte Hornets
2022-12-19T01:10:00Z,Denver Nuggets,Charlotte Hornets
2022-12-30T00:40:00Z,Toronto Raptors,Memphis Grizzlies
2022-01-25T00:10:00Z,Cleveland Cavaliers,New York Knicks
2022-10-19T23:30:00Z,Brooklyn Nets,New Orleans Pelicans
2022-02-02T00:30:00Z,Milwaukee Bucks,Washington Wizards
2022-12-29T01:10:00Z,New Orleans Pelicans,Minnesota Timberwolves
2022-01-05T00:10:07Z,Toronto Raptors,San Antonio Spurs
2022-01-15T03:10:00Z,Sacramento Kings,Houston Rockets
2022-11-15T00:10:00Z,Orlando Magic,Charlotte Hornets
2022-12-28T03:10:00Z,Golden State Warriors,Charlotte Hornets
2021-12-05T23:10:43Z,Toronto Raptors,Washington Wizards
2022-01-20T00:40:37Z,Atlanta Hawks,Minnesota Timberwolves
2022-12-13T03:30:00Z,Los Angeles Clippers,Boston Celtics
2021-11-04T00:40:09Z,San Antonio Spurs,Dallas Mavericks
2021-11-20T01:10:29Z,New Orleans Pelicans,Los Angeles Clippers
2021-11-03T02:05:50Z,Phoenix Suns,New Orleans Pelicans
2022-05-05T02:00:00Z,Phoenix Suns,Dallas Mavericks
2022-11-05T23:10:00Z,Charlotte Hornets,Brooklyn Nets
2021-11-18T03:10:00Z,Phoenix Suns,Dallas Mavericks
2022-02-04T03:00:00Z,Los Angeles Clippers,Los Angeles Lakers
2021-11-05T23:10:47Z,Detroit Pistons,Brooklyn Nets
2022-03-12T01:10:00Z,New Orleans Pelicans,Charlotte Hornets
2022-04-26T00:11:08Z,Philadelphia 76ers,Toronto Raptors
2022-12-24T00:40:00Z,Cleveland Cavaliers,Toronto Raptors
2021-11-27T00:10:32Z,Charlotte Hornets,Minnesota Timberwolves
2022-11-08T00:15:00Z,Orlando Magic,Houston Rockets
2022-01-09T23:10:23Z,Toronto Raptors,New Orleans Pelicans
2021-12-28T00:10:42Z,Charlotte Hornets,Houston Rockets
2022-04-22T01:11:17Z,Utah Jazz,Dallas Mavericks
2022-04-03T21:10:35Z,Indiana Pacers,Detroit Pistons
2021-12-05T01:14:10Z,Milwaukee Bucks,Miami Heat
2022-01-02T23:10:00Z,Sacramento Kings,Miami Heat
2022-02-13T00:40:21Z,Toronto Raptors,Denver Nuggets
2022-02-27T00:40:13Z,Atlanta Hawks,Toronto Raptors
2022-01-08T00:10:00Z,Philadelphia 76ers,San Antonio Spurs
2022-11-26T01:00:00Z,Milwaukee Bucks,Cleveland Cavaliers
2021-10-21T00:13:41Z,New Orleans Pelicans,Philadelphia 76ers
2022-03-27T01:10:55Z,Denver Nuggets,Oklahoma City Thunder
2022-11-03T00:40:23Z,Dallas Mavericks,Utah Jazz
2022-12-11T23:11:48Z,Detroit Pistons,Los Angeles Lakers
2021-12-16T00:10:00Z,Philadelphia 76ers,Miami Heat
2021-11-07T23:11:26Z,Washington Wizards,Milwaukee Bucks
2021-12-27T00:10:11Z,San Antonio Spurs,Detroit Pistons
2022-02-17T02:10:00Z,Phoenix Suns,Houston Rockets
2021-10-28T02:30:00Z,Los Angeles Clippers,Cleveland Cavaliers
2021-12-13T02:10:00Z,Portland Trail Blazers,Minnesota Timberwolves
2022-01-23T02:10:00Z,Phoenix Suns,Indiana Pacers
2022-03-20T22:10:00Z,Atlanta Hawks,New Orleans Pelicans
2022-12-22T01:10:00Z,Houston Rockets,Orlando Magic
2022-11-13T00:40:00Z,Philadelphia 76ers,Atlanta Hawks
2022-04-09T00:10:49Z,Chicago Bulls,Charlotte Hornets
2021-11-19T01:10:00Z,Memphis Grizzlies,Los Angeles Clippers
2021-11-28T01:11:25Z,Houston Rockets,Charlotte Hornets
2021-10-27T23:30:00Z,Toronto Raptors,Indiana Pacers
2021-12-21T01:10:00Z,Memphis Grizzlies,Oklahoma City Thunder
2021-11-25T01:11:10Z,Milwaukee Bucks,Detroit Pistons
2021-12-11T00:10:43Z,Indiana Pacers,Dallas Mavericks
2022-11-27T23:00:00Z,Detroit Pistons,Cleveland Cavaliers
2021-11-30T02:10:00Z,Utah Jazz,Portland Trail Blazers
2022-12-13T03:00:00Z,Portland Trail Blazers,Minnesota Timberwolves
2021-12-18T00:11:27Z,Orlando Magic,Miami Heat
2022-12-11T23:10:00Z,Orlando Magic,Toronto Raptors
2021-10-20T23:45:00Z,Toronto Raptors,Washington Wizards
2021-11-20T00:10:42Z,Detroit Pistons,Golden State Warriors
2022-11-15T01:10:00Z,Milwaukee Bucks,Atlanta Hawks
2022-04-25T23:00:00Z,Brooklyn Nets,Boston Celtics
2021-12-28T00:10:00Z,Charlotte Hornets,Houston Rockets
2021-12-18T00:45:26Z,Boston Celtics,Golden State Warriors
2022-01-04T01:10:00Z,New Orleans Pelicans,Utah Jazz
2022-10-21T23:40:41Z,Atlanta Hawks,Orlando Magic
2022-10-30T23:41:01Z,Dallas Mavericks,Orlando Magic
2022-11-24T00:10:00Z,Cleveland Cavaliers,Portland Trail Blazers
2022-03-31T00:10:56Z,Houston Rockets,Sacramento Kings
2021-12-17T00:40:52Z,Brooklyn Nets,Philadelphia 76ers
2022-02-26T00:10:46Z,Charlotte Hornets,Toronto Raptors
2022-11-05T02:10:30Z,Phoenix Suns,Portland Trail Blazers
2022-11-17T01:10:00Z,New Orleans Pelicans,Chicago Bulls
2022-03-16T00:10:00Z,New Orleans Pelicans,Phoenix Suns
2022-11-19T00:10:25Z,Washington Wizards,Miami Heat
2022-01-09T23:10:27Z,Orlando Magic,Washington Wizards
2022-10-19T02:10:00Z,Golden State Warriors,Los Angeles Lakers
2022-04-21T01:30:00Z,Milwaukee Bucks,Chicago Bulls
2021-11-03T23:10:55Z,Philadelphia 76ers,Chicago Bulls
2021-11-11T01:10:47Z,New Orleans Pelicans,Oklahoma City Thunder
2021-12-30T00:10:14Z,Detroit Pistons,New York Knicks
2022-04-08T23:11:16Z,Washington Wizards,New York Knicks
2022-02-06T20:40:00Z,Chicago Bulls,Philadelphia 76ers
2021-12-21T03:40:00Z,Los Angeles Clippers,San Antonio Spurs
2022-10-21T23:40:00Z,New York Knicks,Detroit Pistons
2021-12-03T02:10:00Z,Phoenix Suns,Detroit Pistons
2022-10-24T00:40:00Z,Golden State Warriors,Sacramento Kings
2022-12-01T00:41:56Z,New York Knicks,Milwaukee Bucks
2022-04-20T02:00:00Z,Phoenix Suns,New Orleans Pelicans
2023-01-04T01:10:00Z,Milwaukee Bucks,Washington Wizards
2021-12-19T23:10:00Z,Memphis Grizzlies,Portland Trail Blazers
2022-04-04T01:10:00Z,Sacramento Kings,Golden State Warriors
2022-01-09T02:10:00Z,Phoenix Suns,Miami Heat
2022-02-15T00:40:00Z,New York Knicks,Oklahoma City Thunder
2021-11-09T03:11:02Z,Golden State Warriors,Atlanta Hawks
2022-05-15T19:30:00Z,Boston Celtics,Milwaukee Bucks
2022-02-28T00:40:00Z,Golden State Warriors,Dallas Mavericks
2021-12-26T01:00:00Z,Los Angeles Lakers,Brooklyn Nets
2022-11-16T01:40:19Z,Dallas Mavericks,Los Angeles Clippers
2022-02-18T01:33:05Z,Milwaukee Bucks,Philadelphia 76ers
2022-12-31T00:40:00Z,Toronto Raptors,Phoenix Suns
2022-12-08T02:10:00Z,Utah Jazz,Golden State Warriors
2022-03-16T23:46:00Z,Brooklyn Nets,Dallas Mavericks
2022-12-10T00:40:00Z,Philadelphia 76ers,Los Angeles Lakers
2021-11-14T03:40:00Z,Los Angeles Clippers,Minnesota Timberwolves
2022-03-07T00:45:53Z,Cleveland Cavaliers,Toronto Raptors
2021-10-21T01:00:00Z,Utah Jazz,Oklahoma City Thunder
2021-12-29T00:41:42Z,Miami Heat,Washington Wizards
2022-03-10T01:10:00Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-01-02T23:10:00Z,Cleveland Cavaliers,Indiana Pacers
2022-11-13T23:10:44Z,Washington Wizards,Memphis Grizzlies
2021-10-28T02:05:00Z,Portland Trail Blazers,Memphis Grizzlies
2021-12-26T01:10:00Z,Los Angeles Lakers,Brooklyn Nets
2022-01-20T03:10:18Z,Sacramento Kings,Detroit Pistons
2022-03-17T00:10:58Z,Houston Rockets,Phoenix Suns
2022-11-06T01:11:06Z,Denver Nuggets,San Antonio Spurs
2022-01-18T01:40:00Z,San Antonio Spurs,Phoenix Suns
2022-04-29T02:00:00Z,Utah Jazz,Dallas Mavericks
2022-04-15T23:46:13Z,Cleveland Cavaliers,Atlanta Hawks
2022-05-08T00:30:00Z,Golden State Warriors,Memphis Grizzlies
2022-12-04T23:10:00Z,Washington Wizards,Los Angeles Lakers
2022-11-06T23:10:00Z,Memphis Grizzlies,Washington Wizards
2022-03-06T01:40:00Z,Los Angeles Lakers,Golden State Warriors
2022-01-29T00:40:00Z,Atlanta Hawks,Boston Celtics
2022-01-20T01:40:00Z,San Antonio Spurs,Oklahoma City Thunder
2021-11-21T00:40:00Z,Atlanta Hawks,Charlotte Hornets
2022-12-10T01:10:16Z,Memphis Grizzlies,Detroit Pistons
2022-03-05T22:10:00Z,Dallas Mavericks,Sacramento Kings
2022-02-25T01:00:00Z,Oklahoma City Thunder,Phoenix Suns
2021-10-26T23:40:00Z,New York Knicks,Philadelphia 76ers
2022-04-23T01:30:00Z,New Orleans Pelicans,Phoenix Suns
2021-11-28T01:10:47Z,Cleveland Cavaliers,Orlando Magic
2022-04-10T23:10:34Z,Philadelphia 76ers,Detroit Pistons
2021-10-28T02:09:58Z,Phoenix Suns,Sacramento Kings
2021-11-21T03:10:00Z,Sacramento Kings,Utah Jazz
2021-11-08T01:40:00Z,Golden State Warriors,Houston Rockets
2022-02-12T00:11:28Z,Detroit Pistons,Charlotte Hornets
2022-05-12T23:16:31Z,Philadelphia 76ers,Miami Heat
2022-11-29T00:40:00Z,Toronto Raptors,Cleveland Cavaliers
2021-12-11T00:10:00Z,Indiana Pacers,Dallas Mavericks
2021-12-16T00:10:27Z,Cleveland Cavaliers,Houston Rockets
2021-12-04T00:10:00Z,Washington Wizards,Cleveland Cavaliers
2022-11-17T00:10:00Z,Charlotte Hornets,Indiana Pacers
2022-11-24T02:10:29Z,Utah Jazz,Detroit Pistons
2022-03-18T23:40:54Z,Toronto Raptors,Los Angeles Lakers
2022-02-03T01:40:00Z,Dallas Mavericks,Oklahoma City Thunder
2022-01-08T00:46:06Z,Brooklyn Nets,Milwaukee Bucks
2022-11-27T20:10:00Z,Brooklyn Nets,Portland Trail Blazers
2022-11-26T01:10:37Z,Oklahoma City Thunder,Chicago Bulls
2022-03-09T00:11:00Z,Orlando Magic,Phoenix Suns
2021-12-22T01:40:41Z,Dallas Mavericks,Minnesota Timberwolves
2022-10-29T02:15:00Z,Phoenix Suns,New Orleans Pelicans
2022-12-03T00:10:00Z,Charlotte Hornets,Washington Wizards
2022-02-01T00:40:00Z,New York Knicks,Sacramento Kings
2021-11-20T01:10:42Z,Milwaukee Bucks,Oklahoma City Thunder
2022-11-13T01:10:00Z,Miami Heat,Charlotte Hornets
2022-03-22T00:40:00Z,Dallas Mavericks,Minnesota Timberwolves
2022-04-01T23:40:37Z,Boston Celtics,Indiana Pacers
2022-12-22T00:10:00Z,Philadelphia 76ers,Detroit Pistons
2021-10-20T23:13:04Z,Charlotte Hornets,Indiana Pacers
2022-01-30T23:10:22Z,Detroit Pistons,Cleveland Cavaliers
2022-12-01T02:10:11Z,Phoenix Suns,Chicago Bulls
2021-11-20T00:40:30Z,Brooklyn Nets,Orlando Magic
2021-11-20T22:12:08Z,New York Knicks,Houston Rockets
2022-03-13T02:10:32Z,Utah Jazz,Sacramento Kings
2022-10-29T00:40:00Z,San Antonio Spurs,Chicago Bulls
2022-03-11T00:30:00Z,Philadelphia 76ers,Brooklyn Nets
2021-12-27T01:10:23Z,Chicago Bulls,Indiana Pacers
2022-01-12T03:40:00Z,Los Angeles Clippers,Denver Nuggets
2021-12-09T00:10:00Z,Charlotte Hornets,Philadelphia 76ers
2022-03-23T23:11:01Z,Charlotte Hornets,New York Knicks
2022-03-24T00:10:42Z,Minnesota Timberwolves,Phoenix Suns
2022-04-27T23:30:00Z,Milwaukee Bucks,Chicago Bulls
2022-11-08T02:30:54Z,San Antonio Spurs,Denver Nuggets
2022-11-21T02:40:00Z,Los Angeles Lakers,San Antonio Spurs
2022-02-05T03:10:00Z,Portland Trail Blazers,Oklahoma City Thunder
2022-01-01T01:10:00Z,Oklahoma City Thunder,New York Knicks
2021-11-20T00:10:00Z,Detroit Pistons,Golden State Warriors
2021-12-11T00:10:27Z,Charlotte Hornets,Sacramento Kings
2022-02-12T00:41:32Z,Boston Celtics,Denver Nuggets
2021-10-30T23:59:00Z,Milwaukee Bucks,San Antonio Spurs
2022-12-27T00:40:00Z,Miami Heat,Minnesota Timberwolves
2022-12-28T03:10:00Z,Sacramento Kings,Denver Nuggets
2021-12-30T01:40:00Z,San Antonio Spurs,Miami Heat
2022-04-02T23:30:00Z,Atlanta Hawks,Brooklyn Nets
2022-02-05T01:40:28Z,San Antonio Spurs,Houston Rockets
2021-11-30T01:40:00Z,San Antonio Spurs,Washington Wizards
2022-11-10T01:00:00Z,Minnesota Timberwolves,Phoenix Suns
2022-01-16T00:40:00Z,Brooklyn Nets,New Orleans Pelicans
2022-02-01T00:00:00Z,Philadelphia 76ers,Memphis Grizzlies
2022-03-08T00:42:02Z,Miami Heat,Houston Rockets
2022-04-18T23:36:04Z,Philadelphia 76ers,Toronto Raptors
2022-10-23T21:10:00Z,Atlanta Hawks,Charlotte Hornets
2022-02-18T00:40:00Z,Brooklyn Nets,Washington Wizards
2022-02-15T02:00:00Z,Denver Nuggets,Orlando Magic
2022-03-27T22:10:39Z,Phoenix Suns,Philadelphia 76ers
2021-11-15T00:06:17Z,Charlotte Hornets,Golden State Warriors
2022-10-21T23:15:26Z,Washington Wizards,Chicago Bulls
2021-11-22T01:10:00Z,Phoenix Suns,Denver Nuggets
2021-12-24T02:10:47Z,Denver Nuggets,Charlotte Hornets
2022-03-06T00:10:00Z,Charlotte Hornets,San Antonio Spurs
2022-04-27T23:33:13Z,Milwaukee Bucks,Chicago Bulls
2022-01-06T01:10:52Z,Minnesota Timberwolves,Oklahoma City Thunder
2022-01-07T01:10:36Z,New Orleans Pelicans,Golden State Warriors
2022-03-22T23:11:07Z,Orlando Magic,Golden State Warriors
2022-03-29T00:00:00Z,Houston Rockets,San Antonio Spurs
2022-12-05T02:10:00Z,Portland Trail Blazers,Indiana Pacers
2022-01-04T01:10:09Z,Chicago Bulls,Orlando Magic
2021-12-23T01:10:20Z,Milwaukee Bucks,Houston Rockets
2022-12-30T00:10:00Z,Indiana Pacers,Cleveland Cavaliers
2022-03-24T00:10:00Z,Oklahoma City Thunder,Orlando Magic
2021-11-17T00:32:29Z,Brooklyn Nets,Golden State Warriors
2022-03-13T01:12:11Z,Miami Heat,Minnesota Timberwolves
2022-01-20T00:10:27Z,Washington Wizards,Brooklyn Nets
2022-05-11T23:00:00Z,Boston Celtics,Milwaukee Bucks
2022-03-28T23:40:00Z,New York Knicks,Chicago Bulls
2022-01-06T00:40:41Z,Boston Celtics,San Antonio Spurs
2022-02-04T00:40:12Z,Toronto Raptors,Chicago Bulls
2021-11-18T00:45:56Z,Milwaukee Bucks,Los Angeles Lakers
2022-03-12T02:10:00Z,Phoenix Suns,Toronto Raptors
2022-03-15T02:10:00Z,Golden State Warriors,Washington Wizards
2022-12-22T01:10:00Z,Oklahoma City Thunder,Portland Trail Blazers
2022-01-29T00:10:33Z,Orlando Magic,Detroit Pistons
2022-11-22T03:40:00Z,Los Angeles Clippers,Utah Jazz
2022-11-13T00:10:31Z,Indiana Pacers,Toronto Raptors
2021-11-01T23:10:00Z,Philadelphia 76ers,Portland Trail Blazers
2021-11-07T23:10:00Z,Orlando Magic,Utah Jazz
2021-12-04T03:10:00Z,Golden State Warriors,Phoenix Suns
2022-11-20T23:10:00Z,Sacramento Kings,Detroit Pistons
2022-11-27T20:35:00Z,Minnesota Timberwolves,Golden State Warriors
2022-05-10T23:30:00Z,Miami Heat,Philadelphia 76ers
2022-12-11T02:11:02Z,Denver Nuggets,Utah Jazz
2022-11-01T23:42:36Z,Miami Heat,Golden State Warriors
2021-11-07T00:40:00Z,Dallas Mavericks,Boston Celtics
2021-11-09T01:08:54Z,Chicago Bulls,Brooklyn Nets
2022-03-09T00:47:49Z,Memphis Grizzlies,New Orleans Pelicans
2022-04-03T23:10:44Z,Oklahoma City Thunder,Phoenix Suns
2023-01-01T01:10:00Z,Memphis Grizzlies,New Orleans Pelicans
2022-10-24T23:41:27Z,New York Knicks,Orlando Magic
2021-10-31T00:30:00Z,Golden State Warriors,Oklahoma City Thunder
2022-11-15T00:10:00Z,Detroit Pistons,Toronto Raptors
2021-12-16T00:10:00Z,Cleveland Cavaliers,Houston Rockets
2022-01-26T00:35:00Z,Brooklyn Nets,Los Angeles Lakers
2022-02-05T00:10:00Z,Charlotte Hornets,Cleveland Cavaliers
2022-03-26T00:11:01Z,Minnesota Timberwolves,Dallas Mavericks
2021-12-24T03:10:00Z,Golden State Warriors,Memphis Grizzlies
2022-02-02T01:10:57Z,Minnesota Timberwolves,Denver Nuggets
2022-10-21T23:44:58Z,New York Knicks,Detroit Pistons
2021-10-25T01:10:50Z,Sacramento Kings,Golden State Warriors
2022-03-29T23:40:48Z,Brooklyn Nets,Detroit Pistons
2022-03-04T03:00:00Z,Los Angeles Clippers,Los Angeles Lakers
2021-12-16T01:10:58Z,Milwaukee Bucks,Indiana Pacers
2021-10-22T23:10:00Z,Cleveland Cavaliers,Charlotte Hornets
2022-03-15T02:10:00Z,Utah Jazz,Milwaukee Bucks
2022-04-05T23:42:55Z,Brooklyn Nets,Houston Rockets
2022-02-06T01:40:54Z,Los Angeles Lakers,New York Knicks
2022-11-01T01:10:34Z,Utah Jazz,Memphis Grizzlies
2022-02-06T23:10:53Z,Orlando Magic,Boston Celtics
2022-02-05T22:10:00Z,Orlando Magic,Memphis Grizzlies
2021-11-27T01:10:31Z,Memphis Grizzlies,Atlanta Hawks
2021-12-23T00:40:43Z,Atlanta Hawks,Orlando Magic
2022-02-15T01:00:00Z,Chicago Bulls,San Antonio Spurs
2021-12-11T01:10:00Z,New Orleans Pelicans,Detroit Pistons
2021-10-30T00:10:00Z,New Orleans Pelicans,Sacramento Kings
2022-02-27T01:40:00Z,Milwaukee Bucks,Brooklyn Nets
2022-12-03T00:46:02Z,Milwaukee Bucks,Los Angeles Lakers
2022-04-17T00:30:00Z,Golden State Warriors,Denver Nuggets
2021-11-03T01:10:11Z,Utah Jazz,Sacramento Kings
2022-11-05T02:40:00Z,Los Angeles Lakers,Utah Jazz
2022-11-15T00:10:37Z,Orlando Magic,Charlotte Hornets
2022-04-22T01:00:00Z,Utah Jazz,Dallas Mavericks
2022-03-06T01:10:28Z,Minnesota Timberwolves,Portland Trail Blazers
2021-11-09T00:10:00Z,Philadelphia 76ers,New York Knicks
2022-01-20T03:10:00Z,Denver Nuggets,Los Angeles Clippers
2022-12-13T03:40:00Z,Los Angeles Clippers,Boston Celtics
2022-10-29T22:10:46Z,Sacramento Kings,Miami Heat
2021-12-02T01:10:00Z,Milwaukee Bucks,Charlotte Hornets
2022-04-24T02:00:00Z,Minnesota Timberwolves,Memphis Grizzlies
2022-10-31T01:10:29Z,Phoenix Suns,Houston Rockets
2022-11-06T00:10:00Z,Milwaukee Bucks,Oklahoma City Thunder
2022-11-19T00:40:00Z,Cleveland Cavaliers,Charlotte Hornets
2022-02-01T00:40:55Z,Boston Celtics,Miami Heat
2022-04-16T19:45:41Z,Memphis Grizzlies,Minnesota Timberwolves
2022-11-03T00:10:00Z,Houston Rockets,Los Angeles Clippers
2022-01-15T00:10:49Z,Charlotte Hornets,Orlando Magic
2023-01-03T01:10:00Z,Minnesota Timberwolves,Denver Nuggets
2021-11-19T00:42:05Z,Miami Heat,Washington Wizards
2021-12-07T01:10:00Z,Chicago Bulls,Denver Nuggets
2022-12-24T00:40:00Z,New York Knicks,Chicago Bulls
2023-01-04T02:10:00Z,Utah Jazz,Sacramento Kings
2022-11-17T00:40:53Z,Toronto Raptors,Miami Heat
2022-10-19T23:45:13Z,Memphis Grizzlies,New York Knicks
2022-12-03T21:10:00Z,Los Angeles Clippers,Sacramento Kings
2022-05-07T01:35:00Z,Dallas Mavericks,Phoenix Suns
2022-11-08T01:00:00Z,Philadelphia 76ers,Phoenix Suns
2021-12-09T00:10:00Z,Detroit Pistons,Washington Wizards
2021-11-23T01:10:32Z,Chicago Bulls,Indiana Pacers
2022-02-04T00:30:00Z,Atlanta Hawks,Phoenix Suns
2022-03-25T23:10:00Z,Detroit Pistons,Washington Wizards
2022-03-31T23:41:13Z,Atlanta Hawks,Cleveland Cavaliers
2022-04-20T00:41:09Z,Memphis Grizzlies,Minnesota Timberwolves
2022-10-28T02:10:00Z,Golden State Warriors,Miami Heat
2022-02-02T00:13:06Z,Detroit Pistons,New Orleans Pelicans
2022-02-10T00:10:19Z,Cleveland Cavaliers,San Antonio Spurs
2022-12-08T00:40:00Z,Brooklyn Nets,Charlotte Hornets
2022-10-22T22:11:56Z,Philadelphia 76ers,San Antonio Spurs
2022-11-13T00:40:51Z,Philadelphia 76ers,Atlanta Hawks
2021-10-29T00:11:25Z,Chicago Bulls,New York Knicks
2022-03-27T02:00:00Z,Portland Trail Blazers,Houston Rockets
2021-10-27T23:45:35Z,New Orleans Pelicans,Atlanta Hawks
2022-03-27T00:11:21Z,Miami Heat,Brooklyn Nets
2021-12-11T01:10:18Z,Oklahoma City Thunder,Los Angeles Lakers
2022-10-29T01:10:00Z,Denver Nuggets,Utah Jazz
2022-11-19T03:40:00Z,Los Angeles Lakers,Detroit Pistons
2022-12-31T02:11:17Z,Denver Nuggets,Miami Heat
2022-12-04T01:40:23Z,Golden State Warriors,Houston Rockets
2021-12-04T00:45:49Z,Atlanta Hawks,Philadelphia 76ers
2022-02-01T00:11:00Z,Indiana Pacers,Los Angeles Clippers
2021-12-07T00:41:28Z,Miami Heat,Memphis Grizzlies
2022-02-25T03:00:00Z,Portland Trail Blazers,Golden State Warriors
2022-11-08T02:15:30Z,Minnesota Timberwolves,New York Knicks
2022-10-28T00:10:00Z,Oklahoma City Thunder,Los Angeles Clippers
2021-10-21T00:00:00Z,Memphis Grizzlies,Cleveland Cavaliers
2021-11-04T02:10:00Z,Golden State Warriors,Charlotte Hornets
2021-11-10T02:10:00Z,Utah Jazz,Atlanta Hawks
2022-03-12T01:40:11Z,San Antonio Spurs,Utah Jazz
2022-01-16T00:40:19Z,Atlanta Hawks,New York Knicks
2022-03-31T00:40:12Z,San Antonio Spurs,Memphis Grizzlies
2021-11-13T01:40:00Z,San Antonio Spurs,Dallas Mavericks
2022-03-26T21:10:00Z,New Orleans Pelicans,San Antonio Spurs
2021-11-18T01:10:25Z,Oklahoma City Thunder,Houston Rockets
2022-11-04T23:11:36Z,Washington Wizards,Brooklyn Nets
2022-11-22T01:10:00Z,Milwaukee Bucks,Portland Trail Blazers
2022-11-02T00:10:00Z,Oklahoma City Thunder,Orlando Magic
2022-12-13T03:11:46Z,Portland Trail Blazers,Minnesota Timberwolves
2022-11-02T00:10:22Z,Oklahoma City Thunder,Orlando Magic
2022-02-03T00:40:00Z,New York Knicks,Memphis Grizzlies
2021-11-18T00:40:00Z,Brooklyn Nets,Cleveland Cavaliers
2022-12-06T01:00:00Z,Memphis Grizzlies,Miami Heat
2022-03-15T23:42:38Z,Miami Heat,Detroit Pistons
2022-12-06T01:30:00Z,Dallas Mavericks,Phoenix Suns
2022-03-13T01:10:00Z,San Antonio Spurs,Indiana Pacers
2021-11-30T01:10:00Z,Houston Rockets,Oklahoma City Thunder
2021-12-24T01:40:31Z,Dallas Mavericks,Milwaukee Bucks
2022-03-29T23:10:00Z,Washington Wizards,Chicago Bulls
2021-12-21T02:10:28Z,Utah Jazz,Charlotte Hornets
2022-12-02T00:10:00Z,Detroit Pistons,Dallas Mavericks
2022-03-16T23:10:34Z,Cleveland Cavaliers,Philadelphia 76ers
2023-01-05T00:10:42Z,Charlotte Hornets,Memphis Grizzlies
2021-10-28T00:10:00Z,Oklahoma City Thunder,Los Angeles Lakers
2021-10-22T00:10:00Z,Miami Heat,Milwaukee Bucks
2022-04-03T23:10:00Z,Oklahoma City Thunder,Phoenix Suns
2022-11-18T03:10:46Z,Sacramento Kings,San Antonio Spurs
2022-12-18T01:10:20Z,Milwaukee Bucks,Utah Jazz
2021-11-23T01:10:00Z,New Orleans Pelicans,Minnesota Timberwolves
2022-12-04T21:10:00Z,San Antonio Spurs,Phoenix Suns
2021-12-02T00:10:00Z,Orlando Magic,Denver Nuggets
2022-04-03T00:30:00Z,Golden State Warriors,Utah Jazz
2021-10-30T23:59:00Z,Golden State Warriors,Oklahoma City Thunder
2022-01-04T00:10:00Z,Washington Wizards,Charlotte Hornets
2022-12-29T00:40:00Z,Miami Heat,Los Angeles Lakers
2022-10-21T23:40:00Z,Brooklyn Nets,Toronto Raptors
2023-01-05T01:10:00Z,Minnesota Timberwolves,Portland Trail Blazers
2021-12-09T01:10:00Z,Minnesota Timberwolves,Utah Jazz
2021-10-20T23:46:22Z,New York Knicks,Boston Celtics
2022-02-04T00:10:00Z,Detroit Pistons,Minnesota Timberwolves
2021-12-02T00:10:00Z,Washington Wizards,Minnesota Timberwolves
2022-12-11T00:10:00Z,Washington Wizards,Los Angeles Clippers
2022-10-26T00:10:36Z,Oklahoma City Thunder,Los Angeles Clippers
2022-12-21T00:10:00Z,Detroit Pistons,Utah Jazz
